title,release_year,duration,tconst,averageRating
Devil's Bride,2016,108,tt4771956,6.0
Devil's Gate,2017,94,tt4610748,5.1
Devrai,2004,123,tt0451702,8.1
Dhamaal,2007,128,tt0845448,7.4
Die Another Day,2002,133,tt0246460,6.1
Dil Hai Tumhaara,2002,176,tt0328998,5.5
Dinner for Schmucks,2010,115,tt0427152,5.9
Disciples Of The 36th Chamber,1985,90,tt0089029,6.4
Dismissed,2017,87,tt5039994,5.7
District 9,2009,112,tt1136608,7.9
Doctor Zhivago,1965,200,tt0059113,7.9
Dog Eat Dog,2016,93,tt4054654,4.8
Dolphin Kick,2019,90,tt5774054,4.4
Dolphin Tale 2,2014,107,tt2978462,6.4
Domino,2019,89,tt3282076,4.5
Don Verdean,2015,96,tt3534282,5.4
Don't Be Afraid of the Dark,2010,99,tt1270761,5.5
Don't Crack Under Pressure,2015,95,tt5284552,6.5
Don't Crack Under Pressure II,2016,88,tt11095912,6.8
Don't Crack Under Pressure III,2017,94,tt7692504,6.9
Don't Knock Twice,2016,93,tt3622110,5.1
Don't Look Down,2016,93,tt6039512,7.1
Don't Think Twice,2016,92,tt4972062,6.7
Donnie Brasco,1997,127,tt0119008,7.7
Doom,2005,105,tt0419706,5.2
Doubles Cause Troubles,1989,94,tt0098313,5.3
Doubt,2008,104,tt0918927,7.5
Down The Fence,2017,94,tt6277748,8.0
Dragonheart,1996,103,tt0116136,6.4
Dragonheart: Battle for the Heartfire,2017,98,tt5610626,5.3
Dream Boat,2017,92,tt6627466,5.4
Dries,2017,89,tt6802360,6.8
Driven to Dance,2018,99,tt6974888,6.1
Dukhtar,2014,93,tt3175888,6.9
Dum,2003,162,tt0314006,5.7
Dumb and Dumberer: When Harry Met Lloyd,2003,85,tt0329028,3.4
Earth to Echo,2014,91,tt2183034,5.7
Easy A,2010,92,tt1282140,7.0
Eat Pray Love,2010,140,tt0879870,5.8
Eeda,2018,153,tt7477108,7.1
Eh Janam Tumhare Lekhe,2015,124,tt4280824,8.6
Ek Cup Chya,2009,120,tt3368378,7.6
Ek Hasina Thi,2004,134,tt0352314,7.5
El Che,2017,119,tt13281426,7.3
El fin de ETA,2017,106,tt6431828,6.9
Elles ont toutes une histoire,2016,49,tt12679522,6.4
Elstree 1976,2015,102,tt4558042,5.9
Emma' (Mother),2016,74,tt5935682,6.9
Emo the Musical,2016,94,tt5460068,6.1
Employee of the Month,2006,108,tt0424993,5.5
Encounter: The Killing,2002,151,tt0375733,6.2
End of Watch,2012,109,tt1855199,7.6
Enemy,2013,91,tt2316411,6.9
Enlighten Us,2016,93,tt5241010,6.2
Enter the Dragon,1973,103,tt0070034,7.6
Equals,2015,102,tt3289728,6.0
Equilibrium,2002,107,tt0238380,7.3
"Escape from the ""Liberty"" Cinema",1990,88,tt0103150,7.1
Ethirmarai,2018,91,tt5725010,5.2
Euphoria,2018,110,tt7779590,6.5
Evan Almighty,2007,96,tt0413099,5.4
Event Horizon,1997,96,tt0119081,6.6
Every Time I Die,2019,98,tt6659936,5.2
Evolution,2001,102,tt0251075,6.1
Executive Decision,1996,133,tt0116253,6.5
Exit Strategy,2012,79,tt1723123,3.2
Exit Wounds,2001,101,tt0242445,5.6
Expo,2019,81,tt6830716,2.7
F the Prom,2017,92,tt5612742,4.2
Fakta Ladh Mhana,2011,150,tt2130033,6.4
Fall Girls,2019,80,tt9033386,3.9
Fallen,1998,124,tt0119099,7.0
Familiye,2017,99,tt5145414,6.4
Fear and Loathing in Las Vegas,1998,118,tt0120669,7.5
Fiddler on the Roof,1971,181,tt0067093,8.0
Fifty,2015,101,tt5065500,6.0
Filmworker,2017,94,tt6851066,7.4
Final Destination,2000,98,tt0195714,6.7
Final Destination 2,2003,90,tt0309593,6.2
Final Destination 3,2006,93,tt0414982,5.8
Fire at Sea,2016,114,tt3652526,6.7
Fireflies,2013,99,tt2375666,5.8
First Kill,2017,102,tt5884234,5.0
FirstBorn,2016,90,tt4399590,4.8
Fishpeople,2017,49,tt12030516,7.6
Fittest in Dubai,2019,60,tt10613550,6.1
Five Elements Ninjas,1982,104,tt0084921,7.2
Flash of Genius,2008,119,tt1054588,7.0
Flimflam,2016,102,tt5999382,5.5
For Colored Girls,2010,134,tt1405500,6.2
For Grace,2015,92,tt4125856,7.3
For Love or Money,2019,95,tt7051624,5.6
For the Birds,2018,93,tt2433118,6.7
For the Love of Benji,1977,84,tt0076044,5.9
Forbidden Games: The Justin Fashanu Story,2017,81,tt6538102,6.6
Forbidden Planet,1956,98,tt0049223,7.5
Forever Chape,2018,74,tt8788634,7.3
Forever Pure,2016,87,tt5529828,7.4
Forks Over Knives,2011,96,tt1567233,7.7
Four Christmases,2008,88,tt0369436,5.7
Four Weddings and a Funeral,1994,118,tt0109831,7.1
Fracture,2007,113,tt0488120,7.2
Frances Ha,2012,86,tt2347569,7.4
Fred Claus,2007,115,tt0486583,5.6
Free Willy,1993,112,tt0106965,6.0
Freeway: Crack in the System,2015,103,tt3548962,7.1
French Dirty,2015,72,tt3675504,5.0
Freshman Year,2019,104,tt8737124,5.1
Friday the 13th,2009,97,tt0758746,5.5
Friend Request,2016,92,tt3352390,5.2
From Japan to Egypt,2017,93,tt8898648,5.5
From Paris with Love,2010,93,tt1179034,6.4
Frozen River,2008,97,tt0978759,7.1
Full Out,2015,88,tt3977462,6.3
Functional Fitness,2016,106,tt6302260,4.9
Furie,2019,97,tt9412268,6.3
Furthest Witness,2017,88,tt3509978,4.2
G-Force,2009,88,tt0436339,5.1
Gabriel and the Mountain,2017,132,tt6805354,7.0
Galih dan Ratna,2017,111,tt6467500,6.5
Gangs of New York,2002,167,tt0217505,7.5
Garuda Di Dadaku,2009,96,tt1445022,6.7
Gehenna: Where Death Lives,2016,107,tt4499228,4.9
Gelo,2016,118,tt3577616,5.7
Gelo,2016,118,tt5532844,7.1
Get Him to the Greek,2010,109,tt1226229,6.3
Get Santa,2014,103,tt1935940,6.3
Get Smart,2008,110,tt0425061,6.5
Ghayal,1990,163,tt0099652,7.7
Ghost House,2017,100,tt4365566,4.7
Ghost Rider,2007,110,tt0259324,5.2
Ghulam-E-Musthafa,1997,161,tt0185335,6.7
Gie,2005,141,tt0459327,7.6
Gigi,1958,115,tt0051658,6.6
Ginger & Rosa,2012,90,tt2115295,6.2
GLOW: The Story of the Gorgeous Ladies of Wrestling,2012,77,tt1559038,7.3
God Bless the Broken Road,2018,111,tt5702446,5.7
God Knows Where I Am,2016,103,tt5073020,7.3
God of War,2017,129,tt6083388,6.3
God's Not Dead,2014,113,tt2528814,4.6
God's Not Dead: A Light in Darkness,2018,106,tt6652708,4.4
God's Own Country,2017,105,tt5635086,7.6
GoldenEye,1995,130,tt0113189,7.2
Goldie,2019,89,tt7335104,5.9
Goldstone,2016,110,tt4911996,6.5
Golmaal: Fun Unlimited,2006,148,tt0495034,7.4
Gone are the Days,2018,100,tt5503472,5.3
Good Kids,2016,90,tt2170427,6.1
Good Kids,2016,90,tt4954458,5.1
Good Kill,2014,103,tt3297330,6.4
Good Kisser,2019,75,tt9602378,4.4
Good Luck,2012,99,tt2167540,5.5
"Good Night, and Good Luck",2005,93,tt0433383,7.4
Good People,2014,90,tt1361318,5.5
GoodFellas,1990,145,tt0099685,8.7
Gook,2017,95,tt6057032,7.0
Goon,2011,92,tt1456635,6.8
Gosford Park,2001,137,tt0280707,7.2
Gothika,2003,98,tt0348836,5.8
Gour Hari Dastaan: The Freedom File,2015,109,tt4513812,7.3
Gran Torino,2008,117,tt1205489,8.1
Grand Masti,2013,93,tt2476154,4.4
Grass,2017,57,tt4424930,4.1
Grease,1978,110,tt0077631,7.2
Green Room,2015,95,tt4062536,7.0
Gringo: The Dangerous Life of John McAfee,2016,97,tt6071534,6.7
Growing Up Coy,2016,82,tt5648966,6.0
Gun Runners,2015,90,tt3957170,7.1
Hükümet Kadin,2013,100,tt2645092,6.5
Hükümet Kadin 2,2013,101,tt3283718,6.1
Haapus,2010,138,tt2321321,7.1
Hairspray,2007,116,tt0427327,6.7
Hamara Dil Aapke Paas Hai,2000,158,tt0255212,5.5
Hamburger Hill,1987,110,tt0093137,6.7
Hamza's Suitcase,2017,79,tt10568552,4.0
Hangman,2017,99,tt3011960,5.2
Happy Hunting,2017,91,tt5189770,5.1
Hard Tide,2015,79,tt3116054,4.9
Hardcore Henry,2015,96,tt3072482,6.7
Harold & Kumar Escape from Guantanamo Bay,2008,101,tt0481536,6.5
Harold & Kumar Go to White Castle,2004,88,tt0366551,7.0
Harold and Lillian: A Hollywood Love Story,2015,95,tt4683668,7.9
Harry Benson: Shoot First,2016,90,tt3319844,7.3
Haseena Maan Jaayegi,1999,151,tt0267548,6.3
Haunters: The Art of the Scare,2017,89,tt4201990,6.5
Haunting on Fraternity Row,2018,99,tt6089358,3.8
Have You Seen the Listers?,2017,86,tt7050140,6.7
Havenhurst,2016,85,tt3424690,4.8
Haywire,2011,93,tt1506999,5.8
He Named Me Malala,2015,89,tt3065132,7.0
He's Out There,2018,89,tt4052050,5.2
Head Count,2018,90,tt7350614,5.4
Head On,1998,104,tt0138487,6.5
Heal,2017,107,tt5239942,6.9
Heartbreakers,2001,124,tt0125022,6.2
Heartthrob,2017,87,tt5701718,5.4
Hedgehogs,2016,94,tt3574822,4.0
Hell and Back,2015,86,tt2141773,5.3
Hell or High Water,2016,102,tt2582782,7.6
Hellboy,2004,122,tt0167190,6.8
Her,2013,126,tt1798709,8.0
Her Only Choice,2018,87,tt8879666,5.5
Hera Pheri,1976,156,tt0073104,6.6
Here Alone,2016,97,tt4814760,5.6
Hero,1997,89,tt0136242,6.2
Hickok,2017,88,tt6334884,4.7
Hide & Seek,2010,96,tt1492872,4.2
Hide and Seek,2016,104,tt5662906,5.9
Highly Strung,2015,80,tt4867094,7.2
Hisss,2010,97,tt1244093,2.9
History of Joy,2017,118,tt6650436,5.2
Hitch,2005,118,tt0386588,6.6
Ho Mann Jahaan,2015,170,tt5200814,6.9
Holding the Man,2015,128,tt3671542,7.4
Holidays,2016,106,tt4419364,5.1
Holy Hell,2016,103,tt5278464,7.0
Honey 2,2011,111,tt1657283,5.1
Honey: Rise Up and Dance,2018,100,tt7021508,5.0
Hope Aur Hum,2018,95,tt8324474,6.3
Hope Springs Eternal,2018,79,tt5516404,4.9
Horns,2013,120,tt1528071,6.4
Horror Story,2013,85,tt3177332,4.2
Hostage to the Devil,2016,96,tt2652948,5.3
Hostages,2017,91,tt4828330,3.1
Hostages,2017,91,tt5207262,6.1
Hostiles,2017,134,tt5478478,7.2
Hot Bot,2016,93,tt2854394,3.3
Hot Property,2016,82,tt3515318,4.2
Hot Rod,2007,88,tt0787475,6.7
Hotel Transylvania 3: Summer Vacation,2018,97,tt5220122,6.3
House at the End of the Street,2012,101,tt1582507,5.5
"Houston, We Have a Problem!",2016,84,tt5518022,7.8
How the Grinch Stole Christmas,2000,105,tt0170016,6.2
How to Be a Latin Lover,2017,116,tt4795124,6.0
How to Be a Player,1997,94,tt0119326,5.3
How to Change the World,2015,110,tt4144504,7.5
How to Make an American Quilt,1995,116,tt0113347,6.3
How to Win the US Presidency,2016,51,tt5933588,6.3
Hridaynath,2012,103,tt2708290,4.9
Hum Saath-Saath Hain,1999,176,tt0216817,6.3
Humko Deewana Kar Gaye,2006,149,tt0444840,5.2
Hungerford,2014,79,tt3552892,3.8
Hunt to Kill,2010,97,tt1563719,5.1
Hurricane Bianca,2016,85,tt4007248,5.8
Hurricane Bianca: From Russia With Hate,2018,85,tt6113122,4.7
Hustle & Flow,2005,117,tt0410097,7.3
Hypersomnia,2016,84,tt5786588,5.0
I Am,2010,106,tt1497617,3.3
I Am,2010,106,tt1629295,6.8
I Am,2010,106,tt1741225,7.5
I Am Bolt,2016,107,tt4647900,7.1
I Am Jane Doe,2017,98,tt6398054,6.8
I Am Not Madame Bovary,2016,139,tt5918090,6.9
I Am Sun Mu,2015,88,tt4722674,7.1
I Am Vengeance,2018,93,tt5885106,4.4
I Am Wrath,2016,91,tt3212232,5.4
I Don't Know How She Does It,2011,89,tt1742650,4.9
I Dream Of Dance,2017,106,tt7207006,7.0
"I, Daniel Blake",2016,100,tt5168192,7.8
I'll See You in My Dreams,2015,96,tt3236120,6.7
I'm in Love with a Church Girl,2013,119,tt1618432,4.2
Ice Guardians,2016,108,tt4431208,7.4
Iceman,2014,104,tt2557256,4.7
Ideachi Kalpana,2010,124,tt2327333,5.9
Igor,2008,87,tt0465502,5.9
Imagine That,2009,108,tt0780567,5.6
In Search of Fellini,2017,103,tt4801232,6.2
Incomplete,2017,119,tt5868150,5.4
Inconceivable,2017,106,tt3481634,5.2
Incorruptible,2015,90,tt3246600,6.0
Indiana Jones and the Kingdom of the Crystal Skull,2008,123,tt0367882,6.2
Indiana Jones and the Last Crusade,1989,127,tt0097576,8.2
Indiana Jones and the Raiders of the Lost Ark,1981,116,tt0082971,8.4
Indiana Jones and the Temple of Doom,1984,119,tt0087469,7.5
Indiscretion,2016,99,tt3147336,4.8
Inequality for All,2013,90,tt2215151,8.0
Inglourious Basterds,2009,153,tt0361748,8.3
Inkheart,2008,106,tt0494238,6.1
Insan,2005,141,tt0438875,4.6
Instructions Not Included,2013,122,tt2378281,7.5
Internet Famous,2016,87,tt5291862,3.5
Into the Forest,2015,102,tt2625810,5.8
Invictus,2009,134,tt1057500,7.3
Invisible Essence: The Little Prince,2018,91,tt8985618,7.7
Irada Pakka,2010,137,tt1828210,5.8
Ishqedarriyaan,2015,130,tt4610308,4.8
Issaq,2013,140,tt2215163,4.4
It Takes Two,1995,101,tt0113442,5.9
Iverson,2014,88,tt2088745,7.0
Jaan-E-Mann: Let's Fall in Love... Again,2006,163,tt0456481,6.1
Jack and the Cuckoo-Clock Heart,2013,93,tt1181840,6.9
Jack of all Trades,2018,86,tt6360394,5.9
Jackie Brown,1997,154,tt0119396,7.5
Jackpot,2015,92,tt4320966,6.5
Jail,2009,132,tt1245774,6.2
Jal,2013,132,tt2708550,6.6
Jalpari: The Desert Mermaid,2012,94,tt2387495,7.2
Janaan,2016,132,tt5960464,6.8
Jay and Silent Bob Strike Back,2001,105,tt0261392,6.8
Jealousy and medicine,1973,97,tt0070949,6.0
Jeremy Scott: The People's Designer,2015,109,tt4005668,6.4
Jersey Boys,2014,134,tt1742044,6.8
Jesus: Countdown to Calvary,2018,53,tt8201974,6.9
Jewel's Catch One,2016,84,tt5562172,7.3
Jimi Hendrix,1973,102,tt0070242,7.7
Jiro Dreams of Sushi,2011,79,tt1772925,7.8
Jis Desh Men Ganga Behti Hai,1960,181,tt0053965,7.2
Joe Cocker: Mad Dog with Soul,2017,90,tt6679242,7.2
John & Jane,2005,79,tt0478176,7.5
John Carter,2012,133,tt0401729,6.6
John Day,2013,125,tt2699840,5.6
Jonathan,2018,101,tt5639446,5.9
Jora 10 Numbaria,2017,135,tt7202976,6.8
Judwaa,1997,133,tt0119428,6.1
Judy Moody and the Not Bummer Summer,2011,91,tt1547230,4.3
Julie & Julia,2009,123,tt1135503,7.0
Jumping the Broom,2011,113,tt1640484,5.7
Junebug,2005,107,tt0418773,6.9
Jupiter Ascending,2015,128,tt1617661,5.3
Just Friends,2005,94,tt0433400,6.2
"Justice, My Foot!",1992,95,tt0105385,6.8
Justin Bieber: Never Say Never,2011,106,tt1702443,1.6
K-19: The Widowmaker,2002,138,tt0267626,6.7
Kaabil,2017,139,tt5460276,7.1
Kaakan,2015,132,tt4602608,8.6
Kaalia,1981,173,tt0082594,6.7
Kaaliyan,2017,105,tt10981694,4.7
Kacche Dhaagey,2016,120,tt11317454,6.3
Kahlil Gibran's The Prophet,2014,85,tt1640718,7.0
Kajraare,2010,113,tt1633212,3.0
Kaleidoscope,2016,99,tt5634088,5.8
Kanika,2017,110,tt6555628,4.5
Karzzzz,2008,137,tt1156148,2.3
Kate & Leopold,2001,118,tt0035423,6.4
Kaviyude Osyath,2017,116,tt6416760,3.9
Kay Dyache Bola,2005,133,tt0984056,7.3
Kevin Hart: Laugh at My Pain,2011,89,tt1999192,7.3
Kevin Hart: Let Me Explain,2013,75,tt2609912,6.6
Kevyn Aucoin: Beauty & the Beast in Me,2017,90,tt6972670,7.1
Khalnayak,1993,170,tt0107311,7.1
Khosla Ka Ghosla,2006,124,tt0466460,8.3
Khubsoorat,1980,120,tt0244585,7.6
Khushi,2003,157,tt0348656,4.2
Khushi,2003,157,tt3742262,7.6
Kia and Cosmos,2018,124,tt8539818,5.9
Kickboxer: Vengeance,2016,90,tt3082898,4.8
Kicking and Screaming,1995,97,tt0113537,6.7
Kid Kulafu,2015,108,tt4061876,6.9
Kidnapping Mr. Heineken,2015,95,tt2917388,6.1
Kill Bill: Vol. 1,2003,111,tt0266697,8.2
Kill Bill: Vol. 2,2004,137,tt0378194,8.0
Kill Command,2016,100,tt2667380,5.7
Kill Ratio,2016,87,tt5020372,4.0
Kill the Irishman,2011,106,tt1416801,7.0
Killer Klowns from Outer Space,1988,86,tt0095444,6.1
Killers,2010,100,tt1103153,5.4
Kills on Wheels,2016,103,tt3037164,7.1
Kilo Two Bravo,2014,109,tt3622120,7.1
King Jack,2015,81,tt3863484,6.9
King's Ransom,2005,98,tt0388183,4.4
Kingpin,1996,114,tt0116778,6.9
Kings,2017,87,tt5843850,5.1
Kis Kisko Pyaar Karoon,2015,132,tt4302956,5.6
Kiss the Girls,1997,116,tt0119468,6.6
KL Zombi,2013,92,tt3132450,4.5
Knock Knock,2015,99,tt3605418,4.9
Know Your Enemy - Japan,1945,63,tt0185405,5.9
Knowing,2009,121,tt0448011,6.2
Kon-Tiki,2012,96,tt1613750,7.2
Koshish,1972,115,tt0215911,8.4
Krish Trish and Baltiboy: Face Your Fears,2017,65,tt8672310,9.0
Krisha,2015,81,tt4266638,7.1
Krystal,2017,93,tt0835802,5.5
Kuldip Patwal: I Didn't Do It!,2017,126,tt7172308,6.4
Kung Fu Hustle,2004,99,tt0373074,7.7
Kung Fu Magoo,2010,79,tt1186365,5.2
Kung Fu Yoga,2017,107,tt4217392,5.1
Kurt & Courtney,1998,95,tt0138563,6.1
Kya Kehna,2000,149,tt0250483,5.8
Kygo: Live at the Hollywood Bowl,2017,52,tt7808118,6.7
Kyun! Ho Gaya Na,2004,165,tt0349703,4.3
LA 92,2017,114,tt6794424,8.2
La Bamba,1987,109,tt0093378,6.9
La Coppia dei Campioni,2016,88,tt5198944,3.5
Laal Rang,2016,143,tt5600714,7.8
Laddaland,2011,112,tt2063782,6.2
Lady Bloodfight,2016,101,tt4327752,5.6
Lady in the Water,2006,110,tt0452637,5.5
Lalbaug Parel: Zali Mumbai Sonyachi,2010,145,tt1984194,7.3
Larceny,2017,87,tt4797160,3.4
Last Ferry,2019,86,tt6378942,5.1
Last Knights,2015,115,tt2493486,6.1
Last Night,2010,93,tt1294688,6.5
Leap Year,2010,100,tt1216492,6.4
Leap Year,2010,100,tt1537401,5.9
Lechmi,2017,147,tt6942450,4.8
Left Behind,2014,110,tt2467046,3.1
Legend of the Guardians: The Owls of Ga'Hoole,2010,97,tt1219342,6.9
Legend of the Naga Pearls,2017,108,tt6288650,5.5
Legendary Weapons of China,1982,101,tt0084671,6.9
Legion,2010,100,tt1038686,5.2
Lez Bomb,2018,90,tt3496790,5.2
Life After Beth,2014,89,tt2581244,5.6
Life in the Doghouse,2018,83,tt5178264,8.4
Lifechanger,2018,84,tt7188978,5.4
Lifeline,1997,104,tt0120115,6.7
Like Arrows,2018,99,tt6495388,6.3
Like Water for Chocolate,1992,105,tt0103994,7.1
Lila & Eve,2015,94,tt3442990,5.8
Lincoln,2012,150,tt0443272,7.3
Lion's Heart,2013,111,tt2948472,6.6
Listen Up! The Lives of Quincy Jones,1990,116,tt0102315,6.0
Little Dragon Maiden,1983,92,tt0084256,5.9
Little Men,2016,85,tt4919484,6.7
Little Nicky,2000,90,tt0185431,5.3
Little Sister,2016,91,tt5434870,6.3
Lo and Behold: Reveries of the Connected World,2016,98,tt5275828,7.0
"Lock, Stock and Two Smoking Barrels",1998,108,tt0120735,8.2
Locke,2013,85,tt2692904,7.1
Lockout,2012,95,tt1592525,6.0
Loco Love,2017,103,tt7207478,4.4
Logan's Run,1976,118,tt0074812,6.8
Lolita,1962,153,tt0056193,7.5
Long Time Running,2017,96,tt7043176,8.1
"Look Out, Officer",1990,88,tt0100600,5.9
Look Who's Back,2015,116,tt4176826,7.0
Los Niños Héroes de Chapultepec,2017,88,tt11062058,7.7
Losing Sight of Shore,2017,92,tt6004848,7.4
Love Dot Com: The Social Experiment,2019,98,tt9238392,4.4
Love Ni Bhavai,2017,163,tt7580570,8.2
Love on Delivery,1994,93,tt0110852,6.8
Love Shot,2018,77,tt7543072,5.5
Love You... Love You Not,2015,115,tt7277350,5.6
"Love, Rosie",2014,103,tt1638002,7.1
LoveTrue,2016,82,tt2638900,6.6
Loving Annabelle,2006,77,tt0323120,6.3
Loving You,1995,79,tt0114991,6.4
Lucha: Playing the Impossible,2016,98,tt5639784,7.1
Lucky: No Time for Love,2005,131,tt0449306,4.7
Lupt,2018,110,tt8698956,5.6
Ma Chu Ka,2017,117,tt5349672,5.4
Maacher Jhol,2017,107,tt6903200,7.0
Mac & Devin Go to High School,2012,76,tt1870425,4.3
Mad Max,1979,93,tt0079501,6.8
Mad Money,2008,99,tt0951216,5.8
Mad World,2016,102,tt6041030,7.2
Madaari,2016,134,tt5713232,7.6
Maddman: The Steve Madden Story,2017,78,tt2987718,6.6
Magnetic,2018,110,tt9458116,6.5
Magnus,2016,75,tt5471480,7.1
Mahabharat,2013,119,tt3415692,5.3
Mahjong Heroes,1981,92,tt0445305,5.5
Maine Pyaar Kyun Kiya,2005,137,tt0451803,5.6
Maine Pyar Kiya,1989,192,tt0100095,7.3
Mala Kahich Problem Nahi,2017,132,tt7408358,7.3
Malicious,2018,91,tt6197494,5.0
Man of Tai Chi,2013,105,tt2016940,6.0
Man Up,2015,88,tt2378776,6.4
Man Up,2015,88,tt3064298,6.8
Mandi,1983,155,tt0085896,7.5
Mandobasar Galpo,2017,103,tt6559080,6.0
Manglehorn,2014,97,tt2893490,5.5
Mango Dreams,2016,92,tt5069158,7.4
Manhattan Romance,2014,98,tt2608324,5.6
Manolo: The Boy Who Made Shoes for Lizards,2017,89,tt5821256,6.4
Mansfield Park,1999,112,tt0178737,7.0
Mantostaan,2017,75,tt5569160,6.3
Mantra,2017,89,tt5046500,5.3
Marauders,2016,107,tt3963816,5.5
Martial Arts of Shaolin,1986,90,tt0091607,6.4
Martin Lawrence Live: Runteldat,2002,104,tt0327036,5.4
Martyrs of Marriage,2016,83,tt6304018,8.4
Mary and the Witch's Flower,2017,103,tt6336356,6.8
Mary Poppins Returns,2018,131,tt5028340,6.7
Masoom,1983,138,tt0085913,8.4
Master,2016,143,tt5735464,6.6
Mater,2017,80,tt6759686,4.7
Matichya Chuli,2006,132,tt0814209,7.1
Max Rose,2013,84,tt1439558,6.2
May We Chat,2014,99,tt3864758,5.0
May You Prosper,2017,93,tt8888108,3.6
Maya Angelou: And Still I Rise,2016,114,tt5142750,7.8
Maynard,2017,100,tt4375446,6.4
Maza Pati Karodpati,1988,132,tt0267739,7.4
Mean Dreams,2016,105,tt5160928,6.3
Mean Streets,1973,112,tt0070379,7.2
Meditation Park,2017,94,tt6400316,7.1
Medium,1985,90,tt0089574,6.4
Melle,2017,110,tt7244092,6.1
Melvin Goes to Dinner,2003,84,tt0323633,6.7
Memoir of a Murderer,2017,118,tt5729348,7.2
Memory Games,2018,86,tt9235070,6.7
Men in Black,1997,98,tt0119654,7.3
Men in Black II,2002,88,tt0120912,6.1
Menorca,2016,81,tt4785662,4.3
Merantau,2009,112,tt1368116,6.7
Merry Men: The Real Yoruba Demons,2018,106,tt9837502,5.1
MI-5,2015,105,tt3321300,6.2
Middle School: The Worst Years of My Life,2016,92,tt4981636,6.1
Midnight Special,2016,112,tt2649554,6.6
Milk,2008,128,tt1013753,7.5
Miracle,2004,136,tt0349825,7.4
Mirror Mirror,2012,106,tt1667353,5.6
Miss Hokusai,2015,90,tt3689910,6.7
Miss Julie,2014,130,tt2667960,5.5
Miss Me This Christmas,2017,85,tt7281126,4.4
Miss Representation,2011,90,tt1784538,7.5
Miss Sharon Jones!,2015,94,tt4935480,7.3
Miss Stevens,2016,86,tt2693580,6.5
Mission Control: The Unsung Heroes of Apollo,2017,100,tt5959952,7.5
Mission of Honor,2018,107,tt7515456,5.9
Mississippi Grind,2015,109,tt2349144,6.4
Moh Maya Money,2016,109,tt5343678,5.7
Mohawk,2017,92,tt5189828,4.7
Mojave,2015,93,tt2322517,5.2
Mokalik (Mechanic),2019,100,tt10327136,6.3
Molly's Game,2017,141,tt4209788,7.4
Mona Lisa Smile,2003,119,tt0304415,6.5
Money,2016,84,tt4715356,5.6
Money Talks,1997,96,tt0119695,6.2
Monkey Up,2016,83,tt4820278,3.8
Monopoly (The Bank Of Luck),2017,117,tt6922972,6.3
Monster Family,2017,93,tt6572702,4.8
Monster-in-Law,2005,101,tt0369735,5.5
Moon,2009,97,tt1182345,7.8
Moonlight,2016,111,tt4975722,7.4
Moonwalkers,2015,96,tt2718440,6.1
Morris from America,2016,91,tt3652862,6.3
Mortified Nation,2013,84,tt2281365,7.3
Morya,2011,121,tt2327425,6.9
Motu Patlu: King of Kings,2016,109,tt6278732,6.6
Mountain,2017,74,tt6203570,7.2
Movie 43,2013,94,tt1333125,4.3
Mr. Church,2016,105,tt4196848,7.6
Mr. Deeds,2002,97,tt0280590,5.8
Mr. Gaga: A True Story of Love and Dance,2015,102,tt3412684,7.5
Mr. Virgin,1984,86,tt0350079,5.5
Mr. Woodcock,2007,88,tt0419984,5.2
Ms. Mammy,2012,90,tt2493390,4.6
Mud,2012,131,tt1935179,7.4
Mud,2012,131,tt2514592,6.3
Mujhse Shaadi Karogi,2004,158,tt0418362,6.7
Mune: Guardian of the Moon,2014,85,tt3858372,7.1
Muppets Most Wanted,2014,110,tt2281587,6.4
Murder Party,2007,79,tt0878695,5.8
Mutiny on the Bounty,1962,185,tt0056264,7.2
My Dog is My Guide,2013,99,tt3301150,3.3
My Entire High School Sinking Into the Sea,2016,77,tt5538568,6.1
My Ex-Ex,2015,91,tt3202940,4.6
My Life as a Zucchini,2016,68,tt2321405,7.7
"My Schoolmate, the Barbarian",2001,90,tt0295461,5.8
My Scientology Movie,2015,99,tt5111874,6.6
My Sister's Keeper,2009,109,tt1078588,7.3
My True Friend,2012,108,tt2449180,6.3
My Week with Marilyn,2011,99,tt1655420,6.9
Mythily Veendum Varunnu,2017,88,tt7160842,2.3
Nacho Libre,2006,92,tt0457510,5.8
Naga The Eternal Yogi,2016,73,tt5139936,7.2
Nails,2017,85,tt4695098,4.7
Naledi: A Baby Elephant's Tale,2016,91,tt5709762,7.6
Namak Halaal,1982,171,tt0084385,7.2
National Bird,2016,92,tt5525310,7.0
National Treasure,2004,131,tt0368891,6.9
Natural Born Pranksters,2016,91,tt3671086,3.5
Neruda,2016,108,tt4698584,6.8
Never Heard,2018,89,tt6529772,5.5
New York Minute,2004,91,tt0363282,4.9
Newtown,2016,84,tt5278578,6.9
Next,2007,96,tt0435705,6.2
Nibunan,2017,124,tt5159408,6.5
Night Comes On,2018,87,tt7184124,6.7
Night Moves,2013,113,tt2043933,6.0
Nightcrawler,2014,118,tt2872718,7.8
Nights in Rodanthe,2008,97,tt0956038,6.0
No Entry,2005,161,tt0451833,6.6
No Estoy Loca,2018,116,tt4060006,5.7
No Reservations,2007,104,tt0481141,6.3
Norm of the North: Family Vacation,2020,89,tt9434836,2.9
Norm of the North: King Sized Adventure,2019,90,tt9428190,3.3
Not Alone,2017,50,tt5781440,7.3
November Criminals,2017,86,tt3266284,5.3
Now and Then,1995,102,tt0114011,6.7
